dealer_id,price,stock,delivery_days,rating,fulfilled_on_time
4,51.64,103,1,3.8,1
4,19.71,174,2,4.1,1
4,57.53,843,2,3.6,1
4,26.36,128,3,3.7,1
4,59.47,683,3,3.5,1
4,38.33,647,2,3.3,1
4,24.16,572,2,3.9,0
4,36.81,39,3,3.7,1
4,22.13,574,3,3.8,1
4,52.86,126,2,3.8,0
4,37.43,743,2,4.2,1
4,36.71,493,2,4.1,1
4,56.48,530,2,3.6,1
4,49.77,884,1,4.1,1
4,51.92,299,2,3.2,1
4,44.7,896,3,4.0,1
4,39.84,566,1,4.2,0
4,59.13,254,2,3.6,1
4,16.96,772,1,3.8,1
4,59.48,821,3,3.0,1
4,16.67,524,3,3.7,1
4,53.03,112,1,3.7,1
4,33.45,680,2,3.7,1
4,26.93,648,2,3.3,0
4,53.36,889,1,3.6,1
4,54.93,509,2,3.7,1
4,43.4,953,2,3.9,1
4,59.03,788,1,3.3,1
4,46.23,935,3,3.8,1
4,31.13,451,3,4.0,1
4,50.66,184,3,4.1,1
4,45.74,519,2,3.6,1
4,26.43,271,1,3.2,1
4,27.94,569,2,4.0,1
4,41.44,664,3,3.6,1
4,28.6,403,2,3.6,1
4,31.15,312,3,3.7,0
4,44.62,291,3,3.8,1
4,58.81,942,1,3.5,0
4,27.88,828,2,4.3,1
5,44.66,868,2,4.9,1
5,16.77,817,1,4.9,1
5,19.06,312,1,5.0,1
5,50.39,907,2,4.7,1
5,52.37,273,3,4.4,0
5,28.28,901,1,4.9,1
5,21.33,999,2,5.0,1
5,32.88,876,2,4.5,1
5,15.63,559,2,5.0,1
5,26.8,400,2,4.1,1
5,25.52,35,1,4.3,1
5,42.45,673,3,5.0,1
5,28.6,428,2,4.8,1
5,59.82,128,3,5.0,1
5,35.41,696,3,4.6,1
5,41.43,754,2,5.0,1
5,37.02,427,2,4.7,1
5,24.78,465,3,4.6,1
5,45.86,567,2,4.5,1
5,27.41,135,3,4.6,1
5,24.54,664,2,4.7,1
5,25.96,138,2,4.6,1
5,39.94,610,2,5.0,1
5,21.64,932,1,4.6,0
5,59.44,563,2,5.0,1
5,16.16,25,1,5.0,1
5,15.71,281,3,4.9,1
5,48.55,497,1,4.9,1
5,35.34,236,2,4.7,1
5,54.01,543,1,5.0,1
5,59.94,877,1,5.0,1
5,55.94,85,2,4.6,1
5,20.68,649,1,4.5,1
5,59.76,553,1,5.0,1
5,50.69,127,2,4.4,1
5,47.44,230,1,5.0,1
5,52.23,418,1,4.8,1
5,44.93,393,3,4.6,1
5,19.11,97,2,4.8,1
5,51.53,579,3,5.0,1
5,45.15,430,1,5.0,1
5,54.06,748,2,4.9,1
5,19.66,529,2,5.0,1
5,19.87,875,1,4.7,1
5,25.18,449,3,4.1,1
5,42.61,668,1,4.6,1
5,46.21,39,2,5.0,1
5,30.29,16,2,4.9,1
5,18.13,768,2,4.7,1
5,24.68,439,1,4.8,1
6,17.37,171,4,3.9,1
6,34.94,444,3,4.0,1
6,48.97,126,3,4.1,1
6,41.69,549,3,3.9,1
6,41.97,17,4,4.6,0
6,49.39,306,4,4.0,1
6,22.91,399,3,3.9,1
6,45.06,372,5,4.2,1
6,15.84,953,4,4.1,1
6,33.2,665,3,4.0,1
6,29.61,830,4,3.8,1
6,31.28,457,4,3.8,1
6,38.58,415,4,3.6,1
6,50.06,88,3,3.9,1
6,55.77,367,3,4.6,1
6,21.65,115,4,4.1,1
6,49.21,681,5,4.3,1
6,35.88,587,4,3.6,0
6,40.4,660,4,3.9,0
6,29.23,460,4,4.1,1
6,27.36,67,3,4.0,1
6,16.69,387,4,3.8,0
6,53.49,639,3,3.8,1
6,57.94,766,4,3.8,0
6,44.33,339,3,3.7,0
6,35.27,840,4,3.8,1
6,37.7,186,5,4.1,0
6,38.58,634,4,4.2,1
6,33.39,356,3,3.9,1
6,30.06,347,4,4.2,1
6,47.57,682,4,3.9,1
6,18.67,689,4,4.2,0
6,46.43,411,4,4.3,1
6,40.15,668,4,3.4,1
6,52.3,766,5,3.9,1
6,45.17,530,3,4.2,1
6,24.64,980,4,3.8,0
6,21.97,312,4,3.8,0
6,52.58,914,3,3.9,0
6,42.81,621,3,4.1,0
6,49.7,838,4,3.7,1
6,31.39,746,4,4.3,1
6,48.68,469,4,4.2,0
6,50.3,935,4,3.7,0
6,59.3,482,4,3.4,1
6,33.84,175,4,3.5,1
6,26.25,666,3,4.0,0
6,47.01,538,4,3.8,0
6,27.28,937,2,3.9,1
6,55.97,846,3,4.0,1
7,18.67,239,3,4.7,1
7,44.25,820,2,4.6,1
7,36.26,861,2,4.9,1
7,15.24,91,2,4.6,1
7,57.31,633,1,4.5,1
7,28.55,58,1,5.0,1
7,17.83,866,2,4.3,1
7,38.19,257,1,4.3,1
7,30.88,594,1,4.8,1
7,58.86,79,2,4.5,1
7,37.84,30,1,4.8,1
7,59.15,269,1,4.3,1
7,25.85,682,1,4.2,1
7,29.96,55,1,4.8,1
7,52.37,711,1,4.7,1
7,51.52,74,1,3.9,1
7,24.07,820,1,4.6,1
7,38.19,844,1,4.5,1
7,23.6,375,2,4.5,1
7,27.29,828,1,5.0,1
7,55.26,405,1,4.7,1
7,31.53,826,1,4.5,1
7,18.55,626,2,4.6,1
7,19.62,345,1,4.3,1
7,34.18,716,1,4.7,1
7,56.02,639,2,4.6,0
7,57.66,86,1,4.3,1
7,48.75,173,2,4.5,1
7,50.16,45,2,4.7,1
7,31.3,982,1,4.4,1
7,57.7,390,1,4.6,1
7,31.51,331,1,4.4,1
7,48.11,521,1,4.5,1
7,49.87,730,1,4.9,1
7,56.24,512,2,4.7,1
7,22.77,740,1,4.6,1
7,53.05,337,1,4.2,1
7,28.07,317,2,4.2,1
7,43.7,822,1,4.7,0
7,50.64,252,1,4.5,1
7,31.6,832,2,4.5,1
7,17.96,417,3,4.6,1
7,49.61,853,1,4.5,1
7,18.34,487,1,4.3,1
7,50.11,665,1,4.3,1
7,37.63,899,2,4.6,1
7,22.41,340,2,4.5,0
7,38.35,300,2,4.4,1
7,39.79,138,1,4.3,1
7,43.84,616,2,4.5,1
8,16.85,894,7,2.9,1
8,40.95,676,7,3.2,1
8,16.36,920,6,2.7,0
8,36.73,834,7,2.6,1
8,45.99,171,6,3.0,1
8,42.3,330,7,2.6,0
8,30.54,418,7,3.0,1
8,29.36,487,7,3.1,1
8,17.28,978,6,3.1,1
8,53.94,173,7,2.2,1
8,23.54,173,6,2.8,1
8,28.88,33,7,3.0,1
8,25.83,607,7,2.9,1
8,54.71,679,6,2.6,1
8,19.84,147,8,2.5,0
8,31.47,420,8,3.0,1
8,27.99,405,6,2.8,1
8,59.51,706,6,2.7,1
8,31.79,357,6,2.7,1
8,42.11,421,6,2.8,1
8,29.99,495,6,2.8,0
8,21.29,963,6,2.7,0
8,48.27,316,6,2.6,1
8,37.04,586,6,3.4,1
8,45.32,436,6,2.6,1
8,45.96,37,6,2.7,0
8,58.74,602,6,2.6,1
8,22.67,654,6,2.3,1
8,51.97,258,8,3.0,1
8,15.85,331,6,3.0,1
8,37.58,636,8,2.5,0
8,17.8,151,6,2.8,0
8,36.53,395,7,3.0,0
8,30.4,372,6,2.3,1
8,51.16,280,6,2.7,1
8,40.11,240,9,2.5,0
8,46.72,716,7,2.6,1
8,57.02,824,7,2.6,1
8,39.44,927,8,2.8,0
8,51.21,307,8,3.0,1
8,56.58,681,7,3.2,1
8,39.24,965,6,2.7,1
8,48.34,255,7,3.3,1
8,43.71,63,7,3.0,1
8,45.65,150,8,2.8,0
8,33.31,967,7,2.6,1
8,49.02,304,6,3.2,0
8,19.03,597,7,3.3,0
8,16.68,953,7,3.4,1
8,56.38,866,6,3.0,0
9,19.83,353,3,4.4,1
9,37.23,971,4,3.8,1
9,51.4,348,4,3.8,1
9,23.38,764,3,3.7,1
9,23.69,635,5,3.0,1
9,38.19,98,3,3.6,0
9,36.49,968,4,3.7,1
9,48.92,986,3,3.9,1
9,26.77,378,4,3.4,1
9,28.81,425,3,2.9,0
9,49.64,716,5,4.0,1
9,42.66,234,5,3.4,1
9,59.5,392,3,3.7,1
9,39.19,690,4,3.1,1
9,41.81,816,4,3.7,1
9,18.51,587,5,3.9,0
9,24.1,559,4,3.7,1
9,20.23,220,4,3.2,0
9,35.05,66,3,3.6,1
9,17.6,483,3,3.3,1
9,26.45,13,4,3.1,1
9,30.5,75,4,3.5,0
9,59.38,493,4,3.6,1
9,49.46,756,3,3.3,0
9,32.21,900,4,3.4,1
9,58.39,905,3,3.4,1
9,23.03,560,3,3.6,0
9,52.57,784,4,3.5,1
9,39.5,554,3,3.7,1
9,21.98,203,5,3.3,1
9,51.43,439,3,3.0,0
9,25.83,78,4,3.6,1
9,46.65,59,4,3.6,1
9,39.29,782,4,3.4,1
9,28.02,845,5,3.3,1
9,49.76,848,3,3.7,1
9,44.71,236,3,3.6,1
9,41.63,762,5,3.3,1
9,37.3,362,5,3.3,1
9,29.34,436,3,3.6,1
9,39.21,256,4,3.3,1
9,51.26,946,4,3.6,1
9,38.85,407,4,3.7,1
9,56.5,877,3,3.8,1
9,17.32,396,3,3.1,0
9,23.47,789,3,3.3,1
9,24.4,938,3,4.2,1
9,57.17,995,4,3.0,1
9,56.15,722,3,3.4,0
9,39.84,804,4,3.8,1
10,19.44,749,1,4.0,0
10,31.68,433,4,4.1,1
10,15.73,576,3,3.8,1
10,21.86,347,3,4.3,1
10,39.78,976,2,3.7,1
10,58.49,667,2,3.6,1
10,30.85,153,2,3.6,0
10,39.4,667,3,3.8,0
10,18.34,847,2,3.5,1
10,52.91,246,3,4.0,1
10,35.52,71,2,3.6,1
10,36.74,509,3,3.9,1
10,15.75,749,2,4.7,1
10,51.59,700,1,4.2,1
10,56.31,546,3,4.1,1
10,51.68,283,3,3.8,0
10,35.65,259,3,3.9,1
10,53.15,679,4,3.9,1
10,33.24,396,2,3.9,1
10,22.71,521,3,3.6,1
10,58.98,107,4,3.5,1
10,55.56,718,3,3.7,1
10,18.35,957,2,4.3,1
10,23.07,880,2,4.6,1
10,48.85,739,3,3.3,1
10,40.38,590,3,3.7,0
10,29.93,783,2,3.4,1
10,18.53,773,3,3.9,1
10,52.74,358,2,3.7,1
10,58.6,344,3,4.0,0
10,37.08,374,2,3.8,1
10,41.36,399,3,4.1,1
10,47.09,94,2,4.2,1
10,21.94,408,2,4.0,1
10,28.87,378,3,3.8,1
10,34.39,580,2,3.8,1
10,30.93,105,2,3.6,0
10,15.56,433,2,4.0,0
10,55.73,258,2,3.8,1
10,21.25,318,2,4.1,1
10,27.42,316,2,3.9,1
10,26.1,650,2,3.9,1
10,21.1,16,3,3.8,1
10,51.18,347,2,4.0,1
10,44.3,618,3,4.1,0
10,24.04,331,3,4.2,1
10,48.07,658,2,3.9,1
10,31.92,846,3,3.6,0
10,23.99,568,3,4.4,1
10,47.72,975,2,3.6,1
11,45.28,152,4,3.2,1
11,47.19,818,4,3.6,1
11,41.2,557,3,3.3,1
11,39.46,819,5,3.3,0
11,41.72,946,5,3.6,1
11,30.98,672,4,3.1,1
11,44.1,1000,4,2.6,1
11,15.47,274,4,3.8,1
11,45.94,236,4,3.4,0
11,41.49,522,6,4.2,1
11,28.29,952,5,3.3,0
11,21.38,329,4,3.8,1
11,30.67,109,3,3.5,1
11,28.51,839,4,3.3,1
11,19.92,829,5,4.1,1
11,22.85,173,4,3.6,1
11,50.9,654,5,3.7,1
11,16.31,638,5,3.1,1
11,15.2,229,5,3.8,0
11,17.82,114,4,3.0,1
11,23.87,126,4,3.9,1
11,43.76,621,4,3.5,1
11,30.84,478,3,3.0,0
11,28.39,639,3,3.1,1
11,25.74,129,5,3.8,1
11,33.82,151,4,3.2,1
11,39.18,951,2,2.3,1
11,37.03,153,5,3.9,1
11,53.95,984,5,3.4,0
11,58.37,527,4,3.1,1
11,46.96,464,4,3.4,1
11,49.25,309,5,3.4,1
11,50.13,589,4,2.8,1
11,20.09,126,4,3.7,0
11,39.39,784,5,3.5,1
11,59.54,114,4,2.9,1
11,54.37,43,4,3.4,0
11,34.76,130,4,3.1,0
11,41.46,369,5,3.0,1
11,42.73,813,4,3.5,1
11,30.79,297,4,3.2,0
11,28.17,596,4,3.9,0
11,45.57,107,5,3.7,1
11,17.67,293,4,3.2,0
11,26.24,738,4,3.6,0
11,32.67,155,4,3.2,1
11,35.34,658,5,2.9,1
11,48.74,721,5,3.2,0
11,29.73,12,5,2.9,1
11,58.75,660,4,3.1,1
12,37.26,340,5,3.2,1
12,40.48,506,6,2.9,0
12,17.07,651,5,3.1,1
12,53.59,461,3,3.7,1
12,59.81,941,6,3.8,1
12,56.97,290,6,3.6,1
12,44.9,674,6,3.7,1
12,46.47,249,5,3.5,1
12,24.6,89,6,3.6,1
12,15.42,722,5,3.6,0
12,46.23,499,6,3.6,0
12,19.61,330,5,3.7,1
12,51.6,905,7,4.2,1
12,38.87,18,5,3.4,1
12,24.59,776,6,3.7,1
12,53.7,98,5,3.4,1
12,47.85,369,6,3.4,1
12,27.46,96,5,3.9,0
12,27.82,973,5,2.9,1
12,28.57,540,5,3.3,1
12,44.08,812,7,3.0,1
12,20.07,521,5,3.4,0
12,15.54,379,6,3.4,0
12,40.58,384,5,3.4,1
12,59.43,84,5,3.5,1
12,16.79,71,6,3.4,1
12,47.07,795,4,3.7,1
12,39.15,640,5,3.6,1
12,56.44,837,6,3.7,1
12,49.35,675,5,3.4,1
12,47.85,876,5,3.7,0
12,20.22,636,5,3.3,0
12,48.33,132,6,3.5,1
12,37.34,365,4,3.4,0
12,22.51,139,5,2.9,0
12,20.31,931,6,3.6,1
12,17.87,739,6,3.4,1
12,37.99,66,4,3.5,1
12,26.48,115,6,3.2,1
12,48.34,12,7,3.6,1
12,36.23,402,6,3.4,0
12,16.59,832,6,3.2,1
12,29.48,436,6,3.3,0
12,40.72,132,4,3.5,1
12,51.2,57,5,3.4,1
12,27.7,875,5,3.6,1
12,31.6,308,5,3.4,1
12,35.88,615,8,3.3,0
12,47.96,569,5,3.2,1
12,33.45,248,4,3.4,1
13,53.21,754,2,4.5,0
13,33.89,994,4,4.7,1
13,19.19,953,2,4.9,1
13,55.3,479,2,4.3,1
13,21.01,849,1,4.5,1
13,44.81,143,2,4.5,1
13,51.04,727,2,4.1,1
13,25.51,976,2,4.8,1
13,21.99,178,1,4.4,1
13,31.12,798,2,4.5,1
13,20.4,171,2,4.1,1
13,42.15,230,2,4.1,1
13,26.17,374,2,4.4,1
13,51.9,188,3,4.4,1
13,48.66,265,2,4.4,1
13,20.47,73,3,3.6,1
13,52.07,391,1,3.7,1
13,41.38,949,2,4.2,1
13,55.61,464,2,4.2,1
13,51.4,135,3,4.4,1
13,40.82,851,2,4.0,1
13,34.2,372,2,4.5,1
13,54.75,45,1,4.0,1
13,37.45,913,2,4.3,1
13,21.18,214,1,3.9,1
13,59.73,566,3,3.4,1
13,31.16,567,2,4.0,1
13,29.47,286,2,4.5,1
13,55.31,807,2,4.8,1
13,31.08,608,4,4.3,1
13,44.56,282,1,4.2,1
13,49.38,980,2,4.9,1
13,30.97,869,2,4.3,1
13,29.31,765,1,3.7,1
13,46.53,980,2,4.2,1
13,52.65,839,3,4.1,1
13,37.07,102,3,4.4,1
13,36.51,349,2,4.2,1
13,47.26,950,2,3.7,1
13,21.65,731,3,4.0,1
13,53.73,993,3,4.5,1
13,41.37,354,2,4.5,1
13,57.69,820,1,4.0,1
13,46.82,585,1,3.7,1
13,25.05,613,2,4.0,1
13,28.25,191,2,3.6,1
13,32.62,799,2,4.3,1
13,56.45,1000,1,4.0,1
13,37.33,349,2,4.1,0
13,22.55,916,3,4.2,1
14,26.23,79,6,3.4,0
14,17.17,458,6,2.2,0
14,37.19,397,6,3.2,0
14,50.49,601,6,2.6,1
14,18.32,876,7,3.0,1
14,19.71,360,7,3.2,0
14,39.62,929,7,2.9,0
14,55.2,731,8,3.1,1
14,55.04,170,7,3.0,0
14,33.42,577,6,2.5,1
14,27.67,253,7,3.1,1
14,37.09,65,6,3.2,1
14,44.79,624,6,3.0,1
14,43.72,93,6,3.0,0
14,36.19,926,6,2.8,1
14,23.32,916,6,3.1,1
14,34.79,279,7,3.2,1
14,48.85,693,8,3.2,0
14,33.63,784,6,2.7,0
14,51.83,438,8,2.8,0
14,40.77,251,6,3.0,0
14,47.14,524,6,2.8,0
14,59.22,160,8,3.3,1
14,59.3,226,7,2.8,1
14,59.47,455,7,3.5,1
14,41.78,337,8,2.6,1
14,32.46,416,5,2.8,1
14,56.27,22,7,2.5,0
14,33.88,434,7,3.3,0
14,58.42,112,7,2.8,1
14,27.87,558,8,2.5,1
14,44.47,595,7,2.9,1
14,21.47,633,6,2.7,1
14,54.55,717,7,3.4,0
14,55.37,30,6,3.4,1
14,52.93,888,7,2.8,0
14,21.05,771,5,3.1,1
14,33.75,671,7,3.1,0
14,33.32,506,7,2.3,0
14,38.19,172,8,3.1,1
14,50.12,546,7,2.9,1
14,52.48,867,7,3.0,1
14,31.22,213,6,3.5,1
14,43.59,136,6,2.7,1
14,35.07,993,7,2.7,1
14,22.36,925,7,3.5,1
14,16.24,60,7,3.3,0
14,53.57,672,7,3.1,0
14,38.1,895,7,2.4,1
14,56.02,672,7,3.4,1
15,43.92,443,7,2.4,1
15,24.82,319,6,2.3,1
15,19.6,533,8,2.8,0
15,40.27,618,6,2.6,1
15,17.87,293,6,2.3,1
15,47.0,923,6,2.6,1
15,25.81,68,7,2.3,1
15,44.72,707,7,2.9,1
15,28.3,938,6,3.0,1
15,46.86,595,7,2.6,1
15,45.88,663,7,2.2,1
15,37.83,875,7,3.2,1
15,28.22,492,7,3.0,0
15,49.33,197,8,2.6,1
15,25.0,238,6,2.5,0
15,29.91,276,6,2.6,1
15,17.42,659,5,2.4,1
15,55.02,522,7,3.1,1
15,33.59,901,7,2.7,1
15,33.41,593,8,2.3,1
15,53.81,194,7,2.5,1
15,22.96,659,7,2.9,1
15,49.81,600,6,2.5,0
15,18.96,639,6,2.9,1
15,36.48,14,7,2.9,1
15,15.63,339,6,2.4,1
15,15.19,761,6,3.3,1
15,20.8,402,6,2.8,1
15,17.06,981,6,3.3,1
15,30.2,919,6,2.7,0
15,37.06,778,7,3.5,0
15,33.15,243,7,3.7,1
15,15.99,526,7,3.1,1
15,16.68,907,6,2.4,1
15,41.73,59,6,2.4,1
15,46.04,436,6,2.9,1
15,46.58,220,6,2.4,1
15,44.77,688,5,2.8,1
15,33.85,930,7,3.1,1
15,20.13,118,5,2.8,0
15,52.42,216,6,3.0,1
15,39.67,942,7,3.5,1
15,15.12,697,7,2.9,1
15,37.23,982,7,3.0,1
15,19.56,272,6,2.5,0
15,26.89,61,7,2.9,1
15,28.08,830,6,2.5,1
15,53.31,921,8,3.0,1
15,22.67,376,8,2.3,1
15,47.99,391,7,2.6,1
